Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
It Is Time LLC,https://www.blackownedmaine.com/bom-listing/it-is-time-llc/,https://www.itistime.me/,"Join our Black-owned online initiative in Maine. Stand with us for equity, justice and peace. Championing a brighter, inclusive future.","We look to advocate as change agents for Black & Brown individuals, or any of our BIPOC brothers and sisters, to end systemic racism in all places, beginning with Maine communities. We do this by working with both white communities, bringing non-racist practices and change through equity, justice, and reconciliation, and with Black and Brown brothers and sisters to help us bring an end to racism in our daily lives. By tackling economics, law, policy, and building a bridge between different ethnicities, we can end detrimental racism of all kinds, and allow people to speak up & speak out.","We look to advocate as change agents for Black & Brown individuals, or any of our BIPOC brothers and sisters, to end systemic racism in all places, beginning with Maine communities. We do this by…",Business + Consulting,English,,,itistimeme@gmail.com,NA,,https://www.instagram.com/itistimeme/,Black Owned Maine
J & J Jamaican Grocery and Gift Shop LLC,https://www.blackownedmaine.com/bom-listing/j-j-jamaican-grocery-and-gift-shop-llc/,NA,"Order authentic Jamaican flavors at our Black-owned Warren, Maine grocery store which is a haven for food products, gifts, and more.","Jamaican Food Products, Gifts and more!","Jamaican Food Products, Gifts and more!","Grocery & Convenience Stores, Restaurants","English, Patois","3163 Atlantic Highway Warren , Maine","Warren , Maine",kelowatz1@yahoo.com,2075636652,https://www.facebook.com/jam1j,,Black Owned Maine
J-Wizdum,https://www.blackownedmaine.com/bom-listing/j-wizdum/,https://www.j-wizdum.com/,"Elevate your sound with our Black-owned sample composer & producer in Westbrook, ME. Crafting resonant music, one beat at a time. Contact us.",J-Wizdum is a sample composer and producer based in Southern Maine. Check out his instagram to to learn more about his events and music.,J-Wizdum is a sample composer and producer based in Southern Maine. Check out his instagram to to learn more about his events and music.,"Art & Music, Media & Podcasts",English,,,prodj.wizdum@gmail.com,NA,,https://instagram.com/prod.jwizdum,Black Owned Maine
Jamal’s Art Boutique,https://www.blackownedmaine.com/bom-listing/jamalaos-art-boutique/,NA,"A Black-owned artist that creates custom acrylic paintings, transforming spaces with personalize art in Lewiston Maine, contact us for decor.","Jamal is extremely passionate about art. I do painting on canvas (Acrylic) . I customize whatever painting desired by any customer. I also do room, living room, or office decor ideas.","I am extremely passionate about art. I do painting on canvas (Acrylic) . I customize whatever painting desired by any customer. I also do room, living room, or office decor ideas.",Art & Music,"English, French, Arabic",Online Business,Online Business,Nassirmoldom@gmail.com,2073448418,https://www.facebook.com/jamalsartboutique/,https://instagram.com/17djamal_art,Black Owned Maine
Janay Sound,https://www.blackownedmaine.com/bom-listing/janay-sound/,http://janaesound.com/,Experience a rich tapestry of emotions through soulful tunes and heartfelt lyrics.Contact the Black-owned soulful musician in Portland Maine.,Soul musician,Soul musician,Art & Music,English,"Portland, Maine","Portland, Maine",janaesound@gmail.com,NA,https://www.facebook.com/JanaeSound,https://instagram.com/janaesound,Black Owned Maine
Jeff's Jamaican Cuisine,https://www.blackownedmaine.com/bom-listing/jeffs-jamaican-cuisine/,NA,"Savor Jamaican delights at our Black-owned Lewiston, Maine spot. Book your table to enjoy seasoned dishes jerk chicken, patties, oxtails etc.","Seasonal Jamaican food truck located in the parking lot of Caribbean Life Grocery in Lewiston, Maine. Food is seasoned with local herbs and marinated in authentic Jamaican sauce and spices, then cooked to perfection. Menu options change and can include jerk chicken, Jamaican patties, curry chicken, oxtail, and jerk pork.","Seasonal Jamaican food truck located in the parking lot of Caribbean Grocery in Lewiston, Maine. Food is seasoned with local herbs and marinated in authentic Jamaican sauce and spices.","Catering, Food Trucks","English, Patois","940 Lisbon Street Lewiston, Maine","Lewiston, Maine",jjcanjamaicancuisine@gmail.com,2073121191,https://www.facebook.com/Cuisinejamaica,https://instagram.com/jeffsjamaicancuisine,Black Owned Maine
John Ochira Photography,https://www.blackownedmaine.com/bom-listing/john-ochira-photography/,http://www.johnochiraphotography.com/,"Visit our Black-owned gem in Portland, Maine! Experience captivating stories through our lens, where artistry and passion come to life.","John Ochira is a photographer who operates in the Portland area. In the past he has had hands on experiences with many events in Maine. He’s also the president of the South Sudanese Community where they focus on issues relating to finance, youth,education and many more. For questions about his services or availability he may be reached via phone or email.",John Ochira is a photographer who operates in the Portland area. In the past he has had hands on experiences with many events in Maine. He's also the president of the South Sudanese Community where…,"Art & Music, Media & Podcasts","English, Acholi","Portland , Maine","Portland, Maine",johnochiraphotography@gmail.com,2072328880,https://www.facebook.com/JohnOchiraPhotography/,https://www.instagram.com/ochira_photography,Black Owned Maine
John Yanga,https://www.blackownedmaine.com/bom-listing/john-yanga/,https://www.cultivatingcommunity.org/programs/farmer-training/farmer-profiles/,"Fresh Start Farms produce available through direct community sales by black farmer in Falmouth/Portland, ME that source for fresh and local.",Participates in the Portland and Fresh Start Farm Farmers Markets,Participates in the Portland and Fresh Start Farm Farmers Markets,Farming,NA,"Falmouth, Maine","Falmouth, Maine",juma.yanga@gmail.com,2077614769,https://m.facebook.com/Cultivating-Community-121633102232/,https://www.instagram.com/cultivatingcommunitymaine/?utm_medium=copy_link,Black Owned Maine
Joshua Hughes,https://www.blackownedmaine.com/bom-listing/joshua-hughes/,NA,"Experience soul essence in every note with smooth vocals & heartfelt lyrics. Contact the Black-owned soulful R&B musician in Portland, Maine.","R&B and Soul musician. I’ve been writing since the discovery of the gift at an early age; it’s my tranquility, my love and peace and my desire!,","R&B and Soul musician. ""I've been writing since the discovery of the gift at an early age; it's my tranquility, my love and peace and my desire!""",Art & Music,English,"Portland, Maine","Portland, Maine",joshuaihughes114@gmail.com,NA,https://www.facebook.com/JIHughesEnt/,https://instagram.com/joshuahughesent?igshid=YmMyMTA2M2Y=,Black Owned Maine
Josiane Fashion House,https://www.blackownedmaine.com/bom-listing/josiane-fashion-house/,http://www.josianefashionhouse.squarespace.com,"Discover Black-owned excellence in Portland. Elevate your style with custom clothing, alterations, and unique pattern. Place your order today.","Josiane is a fashion designer who designs custom clothing and does alterations. She also designs curtain, home, and hair care accessories.","Josiane is a fashion designer who designs custom clothing and does alterations. She also designs curtain, home, and hair care accessories. Please visit her website or give her a call for more information.",Apparel & Accessories,"English, French, Kinyarwanda",Online Business,Online Business,josifashionhouse@gmail.com,2074059899,https://www.facebook.com/Josiane-Fashion-House-JFH-101397749194679,https://instagram.com/josianefashionhouse,Black Owned Maine
Jowhaar Store,https://www.blackownedmaine.com/bom-listing/jowhaar-store/,NA,"Discover a Black-owned grocery and convenience store in Lewiston, Maine. Order essentials, high-quality smartphones, & pay bills conveniently.","Jowhaar Store is a Grocery Store located at 250 Lisbon Street, Lewiston Maine . They also sell high quality smart phones and you can also pay your electrical bill or even your cell phone bill.","Jowhaar Store is a Grocery Store located at 250 Lisbon Street, Lewiston Maine . They also sell high quality smart phones and you can also pay your electrical bill or even your cell phone bill.…",Grocery & Convenience Stores,English,"250 Lisbon Street Lewiston , Maine","Lewiston , Maine",NA,2073448978,,,Black Owned Maine
JPaige Photography,https://www.blackownedmaine.com/bom-listing/jpaige-photography/,https://www.jpaigephotography.com,NA,"Hello, Jessica here. I am a elopement and intimate wedding photographer based in Saco and serving all of New England, US, and international. I love that I get to provide a generational gift and tell each story uniquely.","Hey Everyone! My name is Jessica. I am a couples, engagement, and wedding photographer located in Portland, Maine. I am very willing to travel to your dream destination to make it that much more.",Weddings & Events,English,Online Business,Online Business,jpaigephotos.co@gmail.com,16199815013,https://www.facebook.com/jpaigephotog,https://www.instagram.com/jpaige.photography/,Black Owned Maine
"June Thornton-Marsh, LCSW",https://www.blackownedmaine.com/bom-listing/june-thornton-marsh-lcsw/,https://www.counseling2transform.com/,"Explore mental health with a Black clinician in Waterville, Maine. Visit for a culturally diverse, spiritually grounded approach. Join us .","My expertise is in clinical social work with an emphasis on cultural diversity. As an activist I bring a social justice perspective to my work. Believing deeply that the personal is political and the spiritual is at the core of the personal. I incorporate an understanding of the nature of oppression, emotional healing, interpersonal dialogue, and group processing, in a spiritually grounded approach.",My expertise is in clinical social work with an emphasis on cultural diversity. As an activist I bring a social justice perspective to my work.,Mental Health,English,Online Business,Online Business,jthornt@gwi.net,2073322732,,https://www.instagram.com/transformingrl/,Black Owned Maine
Just About Skate,https://www.blackownedmaine.com/bom-listing/just-about-skate/,https://www.justaboutapparel.com/,"Explore eco-friendly skateboard-inspired fashion at our Black-owned online store in Maine. Elevate your look, save the planet. Shop with us.","JUST ABOUT is 100% recycled skateboard inspired apparel. It’s about finding your own way and having some fun while doing it. We currently sell out of Portland, Maine where JUST ABOUT is distributed.",100% RECYCLED skateboard inspired apparel,Apparel & Accessories,English,Online Business,Online Business,mwilford@justaboutapparel.com,2074668512,https://www.facebook.com/Justaboutskateapparel/,https://www.instagram.com/justaboutskate/,Black Owned Maine
JW Business Solutions,https://www.blackownedmaine.com/bom-listing/jw-business-solutions/,NA,"Embrace Black-owned consulting in Portland, Maine. Expertise in leadership, nonprofit management, marketing, & social media. Visit us today.","JW Business Solutions, LLC. Is an organizational consulting business specializing in assisting both small and corporate structured organizations in excelling in effective leadership, nonprofit management, organizational marketing, and social media maintenance.","JW Business Solutions, LLC. Is an organizational consulting business specializing in assisting both small and corporate structured organizations in excelling in effective leadership, nonprofit.",Business + Consulting,English,"Portland, Maine","Portland, Maine",josh@jwbusinesssolutions.org,NA,,https://www.instagram.com/jwbusinesssolutionsme/,Black Owned Maine
Karkangee Beverage Company,https://www.blackownedmaine.com/bom-listing/karkangee-beverage-company/,https://coffeebydesign.square.site/product/karkangee-hibiscus-drink/1103,"Order our Black-owned hibiscus-based healthy beverage in Portland and Freeport, Maine for a refreshing and wonderful experience.","Karkangee (or karkanji), which means hibiscus, is thought to have originated from Chadian cuisine, but is a popular drink all over North and Central Africa and Jamaica. The beverage is rich in antioxidants and is believed to reduce blood pressure and cholesterol as well as aiding in digestion. Studies have shown that hibiscus has anti-inflammatory and antibacterial properties.",hibiscus-based healthy beverage,Coffee Shops & Cafes,English,Online Business,Online Business,karkangee@gmail.com,2075130565,,,Black Owned Maine
Katahdin Pediatric Dentistry,https://www.blackownedmaine.com/bom-listing/katahdin-pediatric-dentistry/,http://www.katahdinpediatricdentistry.com/,"Contact Dr Gasten a black dentist in Bangor, ME for Patient centered oral and dental care for kids and adolescent. Schedule on email/website.","Katahdin Pediatric Dentistry in Bangor provides patient-centered oral and dental care for infants, children, and adolescents. From thoughtful scheduling practices to state-of-the-art equipment, you can feel confident that Katahdin Pediatric Dentistry will take the best care of your child. They provide care in a friendly and safe environment with a focus on prevention and education for family. Their goal is to create a place where children will have a fun and enjoyable experience while learning to care for their teeth and maintain their overall oral health. Dr. Gaston To’olo, an immigrant from Cameroon, a country in West Africa, opened the doors of Katahdin Pediatric Dentistry in Bangor because he believed there was a need in the area for dental care geared specifically towards children. Dr. To’olo graduated from the University of Kentucky College of Dentistry as a Doctor of Dental Medicine (D.M.D.) in 2006. After practicing dentisty in Alaska he returned to school to complete a Masters of Science (M.S.) in Pediatric Dentistry in 2009. To schedule an appointment contact by phone or email or visit the website.","Katahdin Pediatric Dentistry in Bangor provides patient-centered oral and dental care for infants, children, and adolescents.",Healthcare & Dentistry,English,"24 Penn Plaza Bangor, Maine","Bangor, Maine",info@katahdinpediatricdentistry.com,2079420593,https://www.facebook.com/KatahdinPediatricDentistry,,Black Owned Maine
KAVA Consultancy,https://www.blackownedmaine.com/bom-listing/kava-consultancy/,https://www.kavaconsultancy.com,"Empowering brilliance with Black-owned consultancy in Portland, Maine. Tailored assessments & solutions for clear paths win. Visit us today.",Our mission is to connect people and organizations with the resources they need to maximize their potential for brilliance.,Our mission is to connect people and organizations with the resources they need to maximize their potential for brilliance. We begin with an assessment or series of facilitated stakeholder conversations to identify the root causes…,Business + Consulting,English,"Portland, Maine","Portland, Maine",rumbidzai@kavaconsultancy.com,8645540287,,,Black Owned Maine
Keita A. Whitten-Foster,https://www.blackownedmaine.com/bom-listing/keita-a-whitten-foster/,https://keitaawhitten.com/,"Meet a Black consultant in Harrison, Maine offers personalize services & anti-racist workshop. Contact for restorative justice in the body.","Keita A. Whitten-Foster offers personalized therapeutic services, organizational consulting, and anti-racist workshops that center on the lived BIPOC experience. This is NOT Therapy, It’s Restorative Justice in the Body. Owner and professional healer, Keita Annie Whitten Foster, employs alternatives to traditional health and consultation services that work in holistic, cultural, and anti-racist ways that embody liberation. She created her company in 2016 using a holistic embodied womanist lens. As a holistic practitioner she offers culturally specific and body-centered practices to explore racialized adversities and lived experiences of trauma caused by race, class, identity, genocide, and historical grief/shame. Keita does not offer traditional therapy, because you are not difficult, broken, defective, or damaged goods. She is a fully Licensed Clinical Social Worker.","Keita A. Whitten-Foster offers personalized therapeutic services, organizational consulting, and anti-racist workshops that center on the lived BIPOC experience. This is NOT Therapy, It's Restorative",Holistic Wellness,English,Online Business,Online Business,keitaawhitten@gmail.com,2076326167,https://www.facebook.com/keitaawhitten,https://www.instagram.com/keitaawhittenfoster,Black Owned Maine
Kellie Nicole Wellness,https://www.blackownedmaine.com/bom-listing/kellienicolewellness/,https://www.kellienichole.com/,"Discover personalized wellness support at our Black-owned Yarmouth, Maine hub. Empowering women with tailored lifestyle guidance & coaching.","Kellie Nichole Wellness provides busy women in-person or virtual support and guidance to create a healthy, balanced, lifestyle. Clients can get support for diet, exercise, sleep hygiene and other wellness related habits. Group and corporate coaching is also offered.","Kellie Nichole Wellness provides busy women in-person or virtual support and guidance to create a healthy, balanced, lifestyle. Clients can get support for diet, exercise, sleep hygiene and other wellness related habits. Group and corporate…","Business + Consulting, Holistic Wellness, Sports & Fitness",English,Online Business,Online Business,kellie@kellienichole.com,12072922422,https://www.facebook.com/kellienichole.wellnesscoach,https://instagram.com/kellienichole_fit,Black Owned Maine
Kenya Hall,https://www.blackownedmaine.com/bom-listing/kenya-hall/,http://www.kenyahall.com/,"Book Maine's Black-owned sensation, Kenya Hall, in Portland And Experience soulful tunes and electrifying performances, capturing the heart .","Based out of Portland, Maine, Kenya Hall has shared stages with incredible local and national acts such as The Roots, Dr. John, Lettuce, Jaw Gems, Rustic Overtones, Adam Deitch, Jon Fishman, Nigel Hall, Shemekia Copeland, and Fred Wesley.","Based out of Portland, Maine, Kenya Hall has shared stages with incredible local and national acts such as The Roots, Dr. John, Lettuce, Jaw Gems, Rustic Overtones, Adam Deitch, Jon Fishman, Nigel Hall, Shemekia Copeland,…",Art & Music,English,"Portland, Maine","Portland, Maine",kenyahallmusic@gmail.com,NA,https://www.facebook.com/kenyahallmusic,https://instagram.com/kenyahallmusic,Black Owned Maine
KevCoast,https://www.blackownedmaine.com/bom-listing/kevcoast/,https://myurls.co/kevcoast,"Book the Black-owned talent from Portland, Maine, a gifted vocalist and songwriter, captivating audience with soulful melodies & good lyrics.","KevCoast is a Vocalist & Songwriter from Charlotte Amalia, US Virgin Islands. He is a solo artist on the independent label, and collective, Wav Pool Records; a group of talented artists with a wide range of skills. Coast brings unique and diverse sounds to the current climate of hip hop, focusing on the culture, raw emotion and feel good vibes.","KevCoast is a Vocalist & Songwriter from Charlotte Amalia, US Virgin Islands. He is a solo artist on the independent label, and collective, Wav Pool Records; a group of talented artists with a wide range…",Art & Music,English,"Portland, Maine","Portland, Maine",marketingprentice@gmail.com,NA,https://www.facebook.com/KevCoast,https://instagram.com/kevcoastt,Black Owned Maine
Keyana Cellucci,https://www.blackownedmaine.com/bom-listing/keyana-cellucci/,http://Keyanacellucci.com,"Discover expertise at our Black-owned Scarborough, Maine hair salon. We are all-texture cutting & color hair specialist. Bookings available.","Keyana Cellucci is an all-texture cutting and color specialist who is passionate about all things hair. She is the founder and co-owner of Velvet Hair Studio (www.velvethair.studio), a high-end, renowned salon located in the heart of West Chester, Pennsylvania. Keyana and her family decided to move to the beautiful city of Portland from Chester County, Pennsylvania, and she is excited to bring her craft and skillset to the beautiful state of Maine.","Keyana Cellucci is an all-texture cutting and color specialist who is passionate about all things hair. She is the founder and co-owner of Velvet Hair Studio (www.velvethair.studio), a high-end, renowned salon located in the heart…",Beauty and Barber Shops,English,"Mint Salon Block 800 Technology Way Scarborough , Maine","Scarborough , Maine",stylist@keyanacellucci.com,NA,,https://www.instagram.com/Keyana_thestylist,Black Owned Maine
Khadija Hilowle,https://www.blackownedmaine.com/bom-listing/khadija-hilowle/,NA,"Black farmer participant in Fresh Start Farms, offering fresh produce at Kennedy Park Farmers Markets, Lewiston, Maine.",Participates in the Fresh Start Farm Farmers Market,Participates in the Fresh Start Farm Farmers Market,Farming,NA,"Lisbon, Maine","Lisbon, Maine",info@cultivatingcommunity.org,NA,,,Black Owned Maine
King Cole's Jewels,https://www.blackownedmaine.com/bom-listing/king-coles-jewels/,NA,"Connect with our Maine wellness practitioner for affordable gems and minerals. Contact & order for healing ceremonies, jewelry stone cutting.",I sell gems and semi precious minerals. The specimens I have for sale are reasonably priced. They have a variety of uses from healing ceremonies to jewelry making. As well as stone cutting and polishing.,I sell gems and semi precious minerals. The specimens I have for sale are reasonably priced. They have a variety of uses from healing ceremonies to jewelry making. As well as stone cutting and polishing.,Holistic Wellness,English,,,colecford1983@gmail.com,NA,https://www.facebook.com/colechillin83,https://instagram.com/coleconradford,Black Owned Maine
Kitanda LLC,https://www.blackownedmaine.com/bom-listing/kitanda-llc/,NA,Discover rich Luso/Angolan & Brazilian flavor at Black-owned online Maine spot. Place your order & enjoy authentic pastries delivered to you.,"Kitanda LLC is a premium Luso/Angolan and Brazilian Food/pastries Grocery store that prides itself in bringing the very best of Portugal, Angolan, and Brazilian tastes and experiences shipped right to our customer’s doorstep. With a large selection of groceries, non-edible products, homemade Pastries, and frozen meals. A place people are bound to find what they’re looking for. From your favorite Portuguese homemade sausage spread to the infamous baobab ice cream and homemade yogurt…. we have it all.  we plan to offer our Family’s special chicken recipe and our exotics sides from fried cassava roots, black beans, and duck rice with a special twist, Picanha, Kitutes da terra, and much more.","Kitanda LLC is a premium Luso/Angolan and Brazilian Food/pastries Grocery store that prides itself in bringing the very best of Portugal, Angolan, and Brazilian tastes and experiences shipped right to our customer's doorstep. With a…","Bakery, Catering","English, Portuguese, Lingala, Swahili, Kikongo",Online Business,Online Business,kitandallc@gmail.com,19172509826,https://www.facebook.com/profile.php?id=100089142740565,https://www.instagram.com/kitanda.usa/,Black Owned Maine
Knitting Nook,https://www.blackownedmaine.com/bom-listing/knitting-nook/,NA,"Visit and order from our Black-owned South Portland, Maine cafe . Indulge in delicious food, wine, beer, & desserts at Yarn Cafe .","Knitting Nook is a yarn shop and cafe located in Ferry Village South Portland and serving the greater Portland area. Born from a life altering experience, Knitting Nook’s foundation is built on the simple concept of a comfortable space for fiber artists of all skill levels and interests to find top quality supplies, camaraderie, and a great drink or bite to eat supported by unparalleled customer service. We’re looking forward to meeting you.","""Knitting Nook is a yarn shop and cafe located in Ferry Village South Portland and serving the greater Portland area.",Coffee Shops & Cafes,English,"124 Sawyer Street South Portland, Maine","Portland, Maine",knittingnookme@gmail.com,2077675648,https://www.facebook.com/knittingnookme,https://instagram.com/knittingnookme,Black Owned Maine
Kool Runnins,https://www.blackownedmaine.com/bom-listing/kool-runnins/,NA,NA,"Kool Runnins is a new Jamaican restaurant located at 130 Main Street, South Paris, Maine. The restaurant, which is run by Walton Wray, offers a variety of authentic Jamaican dishes with a focus on healthy, clean eating.","Kool Runnins is a new Jamaican restaurant located at 130 Main Street, South Paris, Maine. The restaurant, which is run by Walton Wray, offers a variety of authentic Jamaican dishes with a focus on healthy,…",Restaurants,English,"130 Main Street South Paris, Maine","South Paris, Maine",koolrunninsllc7474@gmail.com,2072128944,https://www.facebook.com/profile.php?id=61559466625039,,Black Owned Maine
Kristopher Kleva,https://www.blackownedmaine.com/bom-listing/kristopher-kleva/,NA,"A Black-owned Experts Transforming ideas into realities in innovative results for social organizations in Cumberland County, ME. Contact us.","I believe technology should be used to provide opportunity and access to the world economy. Deep experience in e-commerce, APIs, Computer Science and Electronics is the way I add value to these areas.","I believe technology should be used to provide opportunity and access to the world economy. Deep experience in e-commerce, APIs, Computer Science and Electronics is the way I add value to these areas. I specialize…","Art & Music, Business + Consulting, Education, Media & Podcasts",English,Online Business,Online Business,kris@moderndaycircus.com,2073171261,,,Black Owned Maine
Kushite Studio,https://www.blackownedmaine.com/bom-listing/kushite-studio/,NA,"Book now with expert Black-owned photographer and videographer capturing Maine's scenic beauty, turning moments into timeless visual stories.",Photography/videography,Photography/videography,"Art & Music, Media & Podcasts",NA,"Portland, Maine","Portland, Maine",info@kushite.studio.com,2073528361,,https://www.instagram.com/kushite.studio/,Black Owned Maine
LA Youth Network,https://www.blackownedmaine.com/bom-listing/la-youth-network/,https://www.lewayn.org/,"Join a Black-owned nonprofit in Lewiston, Maine empowering immigrant and refugee youth, breaking barriers, creating positive community impact.","Lewiston Auburn Youth Network is a brand-new, ethnic-based, nonprofit organization, with its principal office in the heart of Lewiston-Auburn, serving disadvantaged immigrant and refugee youth who came from low-income background families, between 8 – 16 years old. The organization was formed by a group of New Mainers in response to a long overdue social injustice in our education system, workforce, housing, criminal justice, mental health, and unequal access to opportunities and disparities based on race and ethnicity, family structure, and socioeconomic status. Our youth have been facing various challenges over the years including poor academic performance, school dropouts, unemployment, legal troubles, mental health, soccer field shortages, poverty, social inequalities, engaging in gang-related activities, and family dysfunction. LA Youth Network is committed to break down barriers to purposely create a safe space for our immigrant and refugee youth to feel safe, feel respected, feel heard, get involved, engaged, and empowered. Our long-term strategy is to empower more youth to take leadership roles, create authentic youth-led impacts, take part of the decision table by engaging more in community activities in a manner that is productive and constructive. We want our youth to be part of a broader social justice movement, build a coalition to mobilize young people to create broad, significant changes in our community and increase awareness of racial and ethnic disparities in schools, healthcare, criminal justice, and employment, and housing. As the driving force of our immigrant and refugee youth population, we intend to create our own impact by using our own experiences and voices in creating broad, significant changes in our community. We want to mentor others, lift each other, empower each other, and ensure that we have a seat at the decision table by engaging in our community activities in a manner that is productive and constructive; recognize, utilize, and enhance young people’s strengths. We intend to eliminate and put an end to the rise of street gun violence, rise of drug and alcohol use, homelessness, poor academic performance, teen pregnancy, poverty, declining labor force participation, sports field shortages, rise of social inequalities, and promote healthy family-youth relationships.","Lewiston Auburn Youth Network is a brand-new, ethnic-based, nonprofit organization, with its principal office in the heart of Lewiston-Auburn, serving disadvantaged immigrant and refugee youth who came from low-income background families, between 8 – 16 years…",Nonprofits,English,"210 Blake street Lewiston , Maine","Lewiston , Maine",info@lewayn.org,2078887070,,,Black Owned Maine
L'Africana Market LLC,https://www.blackownedmaine.com/bom-listing/lafricana-market-llc/,https://www.lafricanamarket.com,"Order global flavors from our Black-owned Portland, Maine grocery store where we're bringing tradition to your kitchen.",We provide tradition food from across the globe to your kitchen.,We provide tradition food from across the globe to your kitchen.,Grocery & Convenience Stores,"English, French, Portuguese, Spanish, Swahili, Lingala","570 Brighton Avenue C3 Portland, Maine","Portland, Maine",lafricanamarker@gmail.com,2078075210,,,Black Owned Maine
Lana Plantae Alpaca and Sheep Farm,https://www.blackownedmaine.com/bom-listing/lana-plantae-alpaca-and-sheep-farm/,https://www.lanaplantae.com/,"Explore nature's artistry at our Black-owned farm in Buxton, Maine. Visit for premium Rambouillet and Alpaca/Rambouillet wool blends.",Naturally dyed rambouillet and alpaca/rambouillet wool blend yarns from our farm and other regional small farms. We also carry other wool yarns depending upon what we come across in our endless search for lovely fibers.Know where your yarn comes from! The wool used in our yarns is from our farm and from other small regional farms. Much of the world’s yarn is milled in China where harsh chemicals are used to clean and soften the fibers. Our wool is minimally processed using a gentle certified organic wash. The result is simply a wool that feels like wool. We use only natural dyes to color our yarns and choose plants and insects that create lasting color. In season we also grow many dye plants on the farm. Our colors are vibrant but never garish. The natural colors all work very well together.Knit naturally.,"""Naturally dyed rambouillet and alpaca/rambouillet wool blend yarns from our farm and other regional small farms. We also carry other wool yarns depending upon what we come across in our search,","Apparel & Accessories, Farming",English,"301 Long Plains Road Buxton, Maine","Buxton, Maine",lpa@maine.rr.com,2077109533,https://www.facebook.com/lanaplantae,https://www.instagram.com/lanaplantae/,Black Owned Maine
Lansine Traore,https://www.blackownedmaine.com/bom-listing/lansine-traore/,NA,"Join Fresh Start Farms produce available through direct community sales by black farmer in Falmouth, Maine your source for fresh and local.",Direct Community Sales,Direct Community Sales,Farming,NA,"Falmouth, Maine","Falmouth, Maine",info@cultivatingcommunity.org,2077614769,,,Black Owned Maine
Le Barn,https://www.blackownedmaine.com/bom-listing/le-barn/,http://lebarnllc.com/,"Contact us for your dream event, a Black event planner in Jefferson, Maine, offers rustic charm for weddings, birthdays, & corporate parties.","Make Dreams into a Reality at Le Barn. Le Barn is the perfect place for a rustic or country barn wedding. Today weddings in a barn are taking place all over the country and offer the bride and groom a chance to hold their wedding in a very personable and unique location. A barn wedding can be dressed up or dressed down to match the style and decor of your wedding and offer endless charm. We Have Tables, Chairs & Linens Available On Site! Le Barn LLC, located in the village of Jefferson Maine adjacent to Damariscotta Lake, is the perfect Barn Wedding Venue. Painstakingly renovated, the beauty and craftsmanship in this historical three story barn make it a classic setting for any type of event.",Make Dreams into a Reality at Le Barn. Le Barn is the perfect place for a rustic or country barn wedding. Today weddings in a barn are taking place all over the country and offer…,Weddings & Events,"Haitian Creole, French, English","132 Waldoboro Road Jefferson, Maine","Jefferson, Maine",services@lebarnllc.com,2075490159,https://www.facebook.com/atlebarn/,,Black Owned Maine
Lean Life Fitness,https://www.blackownedmaine.com/bom-listing/lean-life-fitness/,https://leanlifefitness.me/,"Discover your best self with our expert black trainer in Lewiston, Maine. Achieve your goals, boost your energy, and improve your well-being.",Fitness studio offering personal training and group fitness classes.,Fitness studio offering personal training and group fitness classes.,Sports & Fitness,English,"1967 Lisbon Road Suite #2 Lewiston , Maine","Lewiston , Maine",leanlifetrainer@gmail.com,2076897212,https://www.facebook.com/leanlifetrainer,https://www.instagram.com/leanlifetrainer/,Black Owned Maine
Leela's Cultural Treasures,https://www.blackownedmaine.com/bom-listing/leelas-cultural-treasures/,NA,Explore Black-owned apparel online in Maine. Buy now and embrace cultural heritage through handcrafted clothing & jewelry. Discover artisan.,"Cultural Handcrafted Clothing, Jewelry Arts and more. Treasure made by Cultural Artisan Women.","Cultural Handcrafted Clothing, Jewelry Arts and more. Treasure made by Cultural Artisan Women. Products can be purchased via social media or can be seen at locally curated shops across the state.",Apparel & Accessories,English,Online Business,Online Business,skiralis@yahoo.com,2075096497,https://www.facebook.com/Leelasculturaltreasures/,https://www.instagram.com/leelas_cultural_treasures/?hl=en,Black Owned Maine
"Liany Media, LLC",https://www.blackownedmaine.com/bom-listing/liany-media-llc/,https://lianymedia.com/,"Capture moments, amplify voices at our Black-owned studio at Portland, ME. Premier hub for photography, AV, and sound system. Visit us today.","Liany Media, LLC, is a photography, audiovisual, video live streaming and sound system company based in Portland Maine. Aimable Nduwayezu, a Burundian New Mainer and trained sound engineer, is the owner and founder of the content creation company. He currently manages the company and supervises the multilingual and multicultural team of videographers, photographers, and sound engineers. He wants to inspire people within his community through the stories of successful African business owners as well as tell stories to bridge the gap between 1st and 2nd gen immigrants. Aimable also trains the youth of the community on how to use the tools of the trade. The Liany team does photography, videography, live streaming, and sound systems for a myriad of different projects and events: films, weddings, concerts, in-person conferences, tele-conferences, church services, graduations, memorials ceremonies, and more.","Liany Media, LLC, is a photography, audiovisual, video live streaming and sound system company based in Portland Maine. Aimable Nduwayezu, a Burundian New Mainer and trained sound engineer.",Art & Music,"English, French, Kirundi, Swahili, Kinyarwanda","22 Monument Square Suite 508 Portland, Maine","Portland, Maine",lianymedia@gmail.com,12074098544,https://www.facebook.com/LIANY-MEDIA-107001927893428,https://www.instagram.com/liany_media/,Black Owned Maine
